Title,Author,Date,Period,Mode,Genre,Nationality,Pseudonym,Publisher,Publishing House,City of Publication,Location/Street of Publication,Role (Central/Peripheral/Influence),Authority,Filename,Full Text Source,Illustrator,Translator,eBook Source,More Info,Notes,eText Publisher,eBook No.,eText Pub date,Date Accessed,Editor,Edition
The Adventures Of Ferdinand Count Fathom,"Smollett, Tobias",1753,Pre-Romantic,Novel,,Scottish,,,,,,Influence,"Tracy, The Gothic Novel (via Lawrence Evalyn)",Smollett_TheAdventuresOfFerdinandCountFathom_Gutenberg.txt,http://www.gutenberg.org/files/6761/6761-0.txt,,,,https://en.wikipedia.org/wiki/The_Adventures_of_Ferdinand_Count_Fathom,,,,26-Oct-06,7-Apr-17,Tapio Riikonen and David Widger,
"Longsword, Earl Of Salisbury. An Historical Romance","Leland, Thomas",1762,Pre-Romantic,Novel,Historical Romance,Irish,,,,,,Influence,"Tracy, The Gothic Novel (via Lawrence Evalyn)",Leland_Longsword_OTA.txt,http://ota.ox.ac.uk/desc/5661,,,,,,,,,,,"DUBLIN: Printed by GEORGE FAULKNER, in Parliament Street, MDCCLXVI"
The Castle Of Otranto,"Walpole, Horace",1764,Romantic,Novel,Gothic,English,,,,,,Central,"Norton, Gothic Readings",Walpole_TheCastleOfOtranto_Gutenberg.txt,http://www.gutenberg.org/files/696/696-0.txt,,,,https://en.wikipedia.org/wiki/The_Castle_of_Otranto,,Project Gutenberg,#696,may 5 2012,7-Apr-17,"Morley, Henry","Cassell & Co, 1901"
The Mysterious Mother,"Walpole, Horace",1768,Romantic,Drama,Gothic,English,,,,,,Central,"Norton, Gothic Readings",,,,,,,,,,,,,
"The Minstrel, Or The Progress Of Genius. A Poem","Beattie, James",1771,Romantic,Poetry,,Scottish,,,,,,Peripheral,"Norton, Gothic Readings",Beattie_TheMinstrel_Gutenberg.txt,http://www.gutenberg.org/cache/epub/27221/pg27221.txt,,,,,,Project Gutenberg,#27221,9-Nov-08,7-Apr-17,,
The Devil In Love,"Cazotte, Jacques",1772,Romantic,Novel,Occult Romance,French,,,,,,Peripheral,Wikipedia: https://en.wikipedia.org/wiki/List_of_gothic_fiction_works,,,,,,https://en.wikipedia.org/wiki/The_Devil_in_Love_(novel),,,,,,,
"Sir Bertrand, A Fragment","Aikin, John and Anna Laetitia",1773,Romantic,Fragment,Gothic,English,,,,,,Central,"Norton, Gothic Readings",Aikin_SirBertrand_UPenn.txt,http://www.english.upenn.edu/~mgamer/Etexts/barbauldessays.html#pleasure,,,,,,,,,16-Mar-17,,
"""On The Pleasure Derived From Objects Of Terror""","Aikin, John and Anna Laetitia",1773,Romantic,Theory & Criticism,Literary Theory,English,,,,,,,"Norton, Gothic Readings",Aikin_OnThePleasureDerived_UPenn.txt,http://www.english.upenn.edu/~mgamer/Etexts/barbauldessays.html,,,,,,"Michael Gamer, Upenn",,,,"Gamer, Michael",
The Fashionable Friend. A Novel,"Bonhote, Elizabeth",1773,Pre-Romantic,Novel,Gothic,English,,,,,,Peripheral,"Tracy, The Gothic Novel (via Lawrence Evalyn)",,,,,https://books.google.ca/books?id=FugeMQAACAAJ&printsec=frontcover#v=onepage&q&f=false,,,,,,,,
"""Lenore""","Bürger, Gottfried August",1773,German Romantic,Poetry,Gothic,German,,,,,,Central,Wikipedia: https://en.wikipedia.org/wiki/List_of_gothic_fiction_works,Burger_Lenora_RC.txt,http://www.rc.umd.edu/sites/default/RCOldSite/www/rchs/reader/lenora.html,,,,https://en.wikipedia.org/wiki/Lenore_(ballad),,Romantic Circles,,,7-Apr-17,,
"Travels Into Dalmatia; Containing General Observations On The Natural History Of That Country And The Neighbouring Islands; The Natural Productions, Arts, Manners And Customs Of The Inhabitants: In A Series Of Letters From Abbe Alberto Fortis","Fortis, Alberto",1774,,Prose Nonfiction,Travel Writing,Italian,,"London: J. Robson, 1778",,,,Peripheral,Wikipedia: https://en.wikipedia.org/wiki/List_of_gothic_fiction_works,,,,,https://books.google.ca/books?id=wBg90lSgkQQC&printsec=frontcover#v=onepage&q&f=false,,,,,,,,
The Robbers: A Tragedy,"Schiller, Friedrich",1781,German Romantic,Drama,Tragedy,German,,,,,,Influence,Caroline,Schiller_TheRobbers_Gutenberg.txt,https://www.gutenberg.org/files/6782/6782-h/6782-h.htm,,unknown,,https://en.wikipedia.org/wiki/The_Robbers,Preface states this is the first English translation,Project Gutenberg,#6782,25-Oct-06,7-Apr-17,"Widger, David",1781
"""Illustrations On Sublimity""","Beattie, James",1783,Romantic,Theory & Criticism,Aesthetic Theory,Scottish,,,,,,,"Norton, Gothic Readings",,,,,,,,,,,,,
Memoirs Of Mrs. Siddons,"Boaden, James",1783,Pre-Romantic,Prose Nonfiction,Memoir/Biography,English,,,,,,Peripheral,"Norton, Gothic Readings",,,,,https://archive.org/details/memoirsofmrssidd01boad,,,,,,,,
The Two Mentors: A Modern Story,"Reeve, Clara",1783,Romantic,Novel,Didactic,English,,,,,,Peripheral,"Tracy, The Gothic Novel (via Lawrence Evalyn)",,,,,https://archive.org/details/twomentorsmodern00reev,,,,,,,,
"""Written On The Sea Shore""","Smith, Charlotte",1784,Romantic,Poetry,Sonnet,English,,,,,,Peripheral,"Norton, Gothic Readings",Smith_WrittenOnTheSeaShore_AllPoetry.txt,https://allpoetry.com/Sonnet-XII.,,,,,,,,,,,
"The Recess, Or A Tale Of Other Times","Lee, Sophia",1785,Romantic,Novel,Historical Romance,English,,,,,,Central,"Norton, Gothic Readings",Lee_TheRecess_OTA.txt,http://ota.ox.ac.uk/text/4944.txt,,,,,,Oxford Text Archive,,,16-Mar-17,,
The Old English Baron,"Reeve, Clara",1785,Romantic,Novel,Gothic,English,,,,,,Central,"Norton, Gothic Readings",Reeve_TheOldEnglishBaron_Gutenberg.txt,http://www.gutenberg.org/files/5182/5182-h/5182-h.htm,,,,https://en.wikipedia.org/wiki/The_Old_English_Baron,,Project Gutenberg,#5182,23-Apr-09,16-Mar-17,"Jack Voller, and David Widger",
Vathek,"Beckford, William",1786,Romantic,Novella,Oriental Tale,English,,,,,,Central,"Norton, Gothic Readings",Beckford_Vathek_Gutenberg.txt,http://www.gutenberg.org/files/42401/42401-0.txt,,,,https://en.wikipedia.org/wiki/Vathek,,Project Gutenberg,#42401,24-Mar-13,16-Mar-17,,
The Ghost-Seer,"Schiller, Friedrich",1787,German Romantic,Novel,Gothic,German,,,,,,Central,Wikipedia: https://en.wikipedia.org/wiki/List_of_gothic_fiction_works,Schiller_TheGhostSeer_Gutenberg.txt,http://www.gutenberg.org/files/6781/6781-h/6781-h.htm,,,,https://en.wikipedia.org/wiki/The_Ghost-Seer,,Project Gutenberg,#6781,26-Oct-06,7-Apr-17,"Widger, David",
"""Invocation To Horror""","Cowley, Hannah",1788,Romantic,Poetry,Della Cruscan,English,"Matilda, Anna",,,,,Peripheral,"Norton, Gothic Readings",Cowley_InvocationToHorror_SpenserAndTheTradition.txt,http://spenserians.cath.vt.edu/TextRecord.php?action=GET&textsid=35091,,,,,,Spenser & the Tradition: English Poetry 1579-1830,,,7-Apr-17,,
"Melissa And Marcia: Or, The Sisters","de Montolieu, Isabelle",1788,,Novel,Gothic,Swiss,,,,,,Peripheral,Wikipedia: https://en.wikipedia.org/wiki/List_of_gothic_fiction_works,,,,,,,,,,,,,
"The Exiles, Or, Memoirs Of The Count De Cronstadt","Reeve, Clara",1788,Romantic,Novel,Gothic,English,,,,,,Peripheral,"Tracy, The Gothic Novel (via Lawrence Evalyn)",,,,,,,,,,,,,
"Emmeline, Or The Orphan Of The Castle","Smith, Charlotte Turner",1788,Romantic,Novel,Gothic,English,,,,,,Central,Caroline,Smith_Emmeline_Gutenberg.txt,http://www.gutenberg.org/files/41646/41646-h/41646-h.htm,,,,https://en.wikipedia.org/wiki/Emmeline,,,,,16-Mar-17,,
Priory Of St. Bernard. An Old English Tale,"Harley, Mrs.",1789,Romantic,Novel,Gothic,,,,,,,Peripheral,"Tracy, The Gothic Novel (via Lawrence Evalyn)",,,,,,,,,,,,,
"Zeluco. Various Views Of Human Nature, Taken From Life, And Manners, Foreign And Domestic","Moore, John",1789,Romantic,Novel,Gothic,Scottish,,,,,,Peripheral,"Tracy, The Gothic Novel (via Lawrence Evalyn)",,,,,,https://en.wikipedia.org/wiki/Zeluco,,,,,,,
The Castles Of Athlin And Dunbayne,"Radcliffe, Ann",1789,Romantic,Novel,Gothic,English,,,,,,Central,"Tracy, The Gothic Novel (via Lawrence Evalyn)",Radcliffe_TheCastlesOfAthlynAndDunbayne_Gutenberg.txt,http://digital.library.upenn.edu/women/radcliffe/athlin/athlin.html,,,,https://en.wikipedia.org/wiki/The_Castles_of_Athlin_and_Dunbayne,,UPenn Celebration of Women Writers,,,11-Apr-17,,1789
Ellen Woodley. A Novel,"Bonhote, Elizabeth",1790,Romantic,Novel,Gothic,English,,,,,,Peripheral,"Tracy, The Gothic Novel (via Lawrence Evalyn)",,,,,,,,,,,,,
"Louisa: Or, The Reward Of An Affectionate Daughter","de Montolieu, Isabelle",1790,,Novel,Gothic,Swiss,,,,,,Peripheral,Wikipedia: https://en.wikipedia.org/wiki/List_of_gothic_fiction_works,,,,,,,,,,,,,
The History Of Miss Meredith. A Novel,"Parsons, Eliza",1790,Romantic,Novel,Gothic,English,,,,,,Peripheral,"Tracy, The Gothic Novel (via Lawrence Evalyn)",,,,,,,,,,,,,
"""Superstition: An Ode""","Radcliffe, Ann",1790,Romantic,Poetry,Gothic,English,,,,,,Central,"Norton, Gothic Readings",Radcliffe_Superstition_PoemHunter.txt,https://www.poemhunter.com/poem/superstition-an-ode/,,,,,,Poem Hunter,,,7-Apr-17,,
A Sicilian Romance,"Radcliffe, Ann",1790,Romantic,Novel,Gothic,English,,,,,,Central,"Tracy, The Gothic Novel (via Lawrence Evalyn)",Radcliffe_ASicilianRomance_Gutenberg.txt,,,,,,,,,,16-Mar-17,,
"Julia. A Novel, Interspersed With Some Poetical Pieces","Williams, Helen Maria",1790,Romantic,Novel,Gothic,English,,,,,,Peripheral,"Tracy, The Gothic Novel (via Lawrence Evalyn)",Williams_Julia_Gutenberg.txt,http://quod.lib.umich.edu/e/ecco/004843341.0001.002?rgn=main;view=fulltext,,,,,,,,,16-Mar-17,,
The Fate Of Velina De Guidova,"Radcliffe, Mary Anne",1790,Romantic,Novel,Gothic,English,,"Lane, William",Minerva Press,,,Peripheral,"Norton, Gothic Readings",,,,,,,,,,,,,
"The Statue Room, An Historical Tale","Ballin, Rossetta",1790,Romantic,Novel,Gothic,,,,,,,Peripheral,,,,,,,,,,,,,,
"Justine, Or The Misfortunes Of Virtue","de Sade, Marquis",1791,,Novel,Gothic,French,,,,,,Central,Wikipedia: https://en.wikipedia.org/wiki/List_of_gothic_fiction_works,,,,,,https://en.wikipedia.org/wiki/Justine_(de_Sade_novel),,,,,,,
The Danish Massacre. An Historical Fact,"Mackenzie, Anna Maria",1791,Romantic,Novel,Gothic,English,Mrs. Johnson,,,,,Peripheral,"Tracy, The Gothic Novel (via Lawrence Evalyn)",,,,,,http://orlando.cambridge.org/protected/svPeople?people_tab=2&formname=r&heading=h&person_id=mackan#DanishMassacre,,,,,,,
"""To The Visions Of Fancy""","Radcliffe, Ann",1791,Romantic,Poetry,Gothic,English,,,,,,Peripheral,"Norton, Gothic Readings",,,,,,,,,,,,,
"""Night""","Radcliffe, Ann",1791,Romantic,Poetry,Gothic,English,,,,,,Peripheral,"Norton, Gothic Readings",,,,,,,,,,,,,
The Romance Of The Forest,"Radcliffe, Ann",1791,Romantic,Novel,Gothic,English,,,,,,Central,"Tracy, The Gothic Novel (via Lawrence Evalyn)",Radcliffe_TheRomanceOfTheForest_Adelaide.txt,https://ebooks.adelaide.edu.au/r/radcliffe/ann/forest/,,,,https://en.wikipedia.org/wiki/The_Romance_of_the_Forest,,,,,16-Mar-17,,
The School For Widows. A Novel,"Reeve, Clara",1791,Romantic,Novel,Gothic,English,,,,,,Peripheral,"Tracy, The Gothic Novel (via Lawrence Evalyn)",,,,,https://books.google.ca/books/about/The_School_for_Widows.html?id=kic1AAAAMAAJ&redir_esc=y,,,,,,,,
Mary De Clifford. A Story Interspersed With Many Poems,"Brydges, Sir Samuel Egerton",1792,Romantic,Novel,Gothic,English,,,,,,Peripheral,"Tracy, The Gothic Novel (via Lawrence Evalyn)",,,,,https://babel.hathitrust.org/cgi/pt?id=inu.30000115388724;view=1up;seq=11,,,,,,,,
Anna St. Ives. A Novel,"Holcroft, Thomas",1792,Romantic,Novel,Gothic,English,,,,,,Peripheral,"Tracy, The Gothic Novel (via Lawrence Evalyn)",Holcroft_AnnaStIves_UMDL.txt,http://quod.lib.umich.edu/e/ecco?type=bib&q1=anna+st+ives&rgn1=title&op2=and&q2=holcroft&rgn2=author&op3=and&q3=&rgn3=title&Submit=Search,,,,,,University of Michigan Digital Library Text Collections,,,11-Apr-17,,"London, 1792"
"Vacenza, Or, The Dangers Of Credulity","Robinson, Mary",1792,Romantic,Novel,Gothic,English,,,,,,Central,"Tracy, The Gothic Novel (via Lawrence Evalyn)",,,,,,,,,,,,,
The Romance Of The Cavern,"Walker, George",1792,Romantic,Novel,Gothic,English,,,,,,Peripheral,https://en.wikipedia.org/wiki/George_Walker_(novelist),,,,,,,,,,,,,
"""Ode To Superstition""","Drake, Nathan",1793,Romantic,Poetry,Gothic,English,,,,,,Central,"Norton, Gothic Readings",,,,,,,,,,,,,
The Castle Of Wolfenbach,"Parsons, Eliza",1793,Romantic,Novel,Gothic,English,,,Minerva Press,,,Central,"Norton, Gothic Readings",Parsons_TheCastleOfWolfenbach_Gutenberg.txt,http://gutenberg.net.au/ebooks06/0606211.txt,,,,https://en.wikipedia.org/wiki/The_Castle_of_Wolfenbach,A Horrid Novel,,,,16-Mar-17,,
The Maid Of The Hamlet. A Tale,"Roche, Regina Maria",1793,Romantic,Novel,Gothic,Irish,,,,,,Peripheral,"Tracy, The Gothic Novel (via Lawrence Evalyn)",,,,,https://babel.hathitrust.org/cgi/pt?id=njp.32101064907049;view=1up;seq=15,https://en.wikipedia.org/wiki/Regina_Maria_Roche,,,,,,,
The Emigrants,"Smith, Charlotte Turner",1793,Romantic,Poetry,Gothic,English,,,,,,Peripheral,"Norton, Gothic Readings",Smith_TheEmigrants_BWRP.txt,http://digital.lib.ucdavis.edu/projects/bwrp/Works/SmitCEmigr.htm,,,,,,,,,16-Mar-17,,
The Old Manor House,"Smith, Charlotte Turner",1793,Romantic,Novel,Gothic,English,,,,,,Central,Caroline,Smith_TheOldManorHouse_WomenWriters.txt,http://digital.library.upenn.edu/women/smith/manor/manor.html,,,,,,,,,16-Mar-17,,
"""Das Petermännchen""","Spiess, Christian Heinrich",1793,German Romantic,Short Story,Gothic,German,,,,,,Peripheral,Wikipedia: https://en.wikipedia.org/wiki/List_of_gothic_fiction_works,,,,,,,,,,,,,
"The Advantages Of Education, Or, The History Of Maria Williams. A Tale For Misses And Their Mammas","West, Jane",1793,Romantic,Novel,Gothic,English,"Homespun, Prudentia",,,,,Peripheral,"Tracy, The Gothic Novel (via Lawrence Evalyn)",,,,,,,,,,,,,
"""A Ghostly Performance""","Boaden, James",1794,Romantic,Theory & Criticism,Review,English,,,,,,,"Norton, Gothic Readings",,,,,,,,,,,,,
"The Haunted Priory, Or, The Fortunes Of The House Of Rayo. A Romance Founded Partly On Historical Fact","Cullen, Stephen",1794,Romantic,Novel,Gothic,,,,,,,Peripheral,"Tracy, The Gothic Novel (via Lawrence Evalyn)",,,,,,,,,,,,,
The Adventures Of Caleb Williams,"Godwin, William",1794,Romantic,Novel,Gothic,English,,,,,,Central,"Norton, Gothic Readings",Godwin_CalebWilliams_Gutenberg.txt,http://www.gutenberg.org/cache/epub/11323/pg11323.txt,,,https://archive.org/details/calebwilliams00godwuoft,"https://en.wikipedia.org/wiki/Things_as_They_Are;_or,_The_Adventures_of_Caleb_Williams",,,,,16-Mar-17,,
Duncan And Peggy. A Scottish Tale,"Helme, Elizabeth",1794,Romantic,Novel,Gothic,English,,,,,,Peripheral,"Tracy, The Gothic Novel (via Lawrence Evalyn)",,,,,,,,,,,,,
"The Necromancer, Or, The Tale Of The Black Forest","Kahlert, Karl Friedrich",1794,Romantic,Novel,Gothic,German,"Flammenberg, Ludwig",,,,,Central,"Norton, Gothic Readings",Teutold-Kahlert_TheNecromancer_Gutenberg.txt,https://www.gutenberg.ca/ebooks/flammenbergl-necromancer/flammenbergl-necromancer-00-h.html,,,,"https://en.wikipedia.org/wiki/The_Necromancer;_or,_The_Tale_of_the_Black_Forest",,,,,16-Mar-17,,
"Madeline, Or, The Castle Of Montgomery. A Novel","Kelly, Isabella",1794,Romantic,Novel,Gothic,Scottish,,,,,,Peripheral,"Tracy, The Gothic Novel (via Lawrence Evalyn)",,,,,,,,,,,,,
The Mysteries Of Udolpho. A Romance,"Radcliffe, Ann",1794,Romantic,Novel,Gothic,English,,,,,,Central,"Norton, Gothic Readings",Radcliffe_TheMysteriesOfUdolpho_Gutenberg.txt,http://www.gutenberg.org/ebooks/3268,,,,,,,,,16-Mar-17,,
The Banished Man,"Smith, Charlotte Turner",1794,Romantic,Novel,Gothic,English,,,,,,Peripheral,"Norton, Gothic Readings",Smith_TheBanishedMan_PLUK.txt,http://public-library.uk/ebooks/13/38.pdf,,,,,,,,,16-Mar-17,,
The Wanderings Of Warwick. A Novel,"Smith, Charlotte Turner",1794,Romantic,Novel,Gothic,English,,,,,,Peripheral,"Tracy, The Gothic Novel (via Lawrence Evalyn)",,,,,,,,,,,,,
"Count Roderic'S Castle, Or, Gothic Times. A Tale",unsigned,1794,Romantic,Novel,Gothic,,,,,,,Peripheral,"Tracy, The Gothic Novel (via Lawrence Evalyn)",Unsigned_CountRodericsCastle_UMDL.txt,http://name.umdl.umich.edu/N21660.0001.001,,,,,Text file includes only Vol 1 of 2; 2 not available,University of Michigan Digital Library,,,11-Apr-17,,
The Haunted Castle. A Norman Romance,"Walker, George",1794,Romantic,Novel,Gothic,English,,,,,,Peripheral,"Tracy, The Gothic Novel (via Lawrence Evalyn)",,,,,,,,,,,,,
Review Of Radcliffe'S Mysteries Of Udolpho,"Coleridge, Samuel Taylor",1794,Romantic,Theory & Criticism,Review,English,,,,,,,"Norton, Gothic Readings",,,,,,,,,,,,,
The Dagger,"Grosse, Karl der",1795,Romantic,Novel,Gothic,German,,,,,,Peripheral,"Tracy, The Gothic Novel (via Lawrence Evalyn)",,,,,,,,,,,,,
The Abbey Of Saint Asaph. A Novel,"Kelly, Isabella",1795,Romantic,Novel,Gothic,Scottish,,,,,,Peripheral,"Tracy, The Gothic Novel (via Lawrence Evalyn)",,,,,,,,,,,,,
Mysteries Elucidated,"Mackenzie, Anna Maria",1795,Romantic,Novel,Gothic,English,,,,,,Peripheral,"Norton, Gothic Readings",,,,,https://archive.org/details/mysterieselucid00mackgoog,,,,,,,,
"Count St. Blanchard, Or, The Prejudiced Judge. A Novel","Meeke, Elizabeth (Mary)",1795,Romantic,Novel,Gothic,English,,,,,,Peripheral,"Tracy, The Gothic Novel (via Lawrence Evalyn)",,,,,,,,,,,,,
Netley Abbey. A Gothic Story,"Warner, Richard",1795,Romantic,Novel,Gothic,English,,,,,,Peripheral,"Tracy, The Gothic Novel (via Lawrence Evalyn)",,,,,,,,,,,,,
The Castle Of Ollada,"Lathom, Francis",1795,Romantic,Novel,Gothic,English,,"Lane, William",Minerva Press,,,Peripheral,https://en.wikipedia.org/wiki/Francis_Lathom,,,,,,,,,,,,,
Secrecy,"Fenwick, Eliza",1795,Romantic,Novel,Gothic,English,,,,,,Peripheral,,Fenwick_Secrecy_Gutenberg.txt,http://www.gutenberg.org/files/43529/43529-h/43529-h.htm,,,,,,Project Gutenberg,#43529,21-Aug-13,21-Mar-17,"Delphine Lettau, Mary Meehan,(http://www.pgdp.net)",
The House Of Tinian,"Walker, George",1795,Romantic,Novel,Gothic,English,,,,,,Peripheral,https://en.wikipedia.org/wiki/George_Walker_(novelist),,,,,,,,,,,,,
Bungay Castle. A Novel,"Bonhote, Elizabeth",1796,Romantic,Novel,Gothic,English,,"Lane, William",Minerva Press,,,Peripheral,"Tracy, The Gothic Novel (via Lawrence Evalyn)",Bonhote_BungayCastle_Gutenberg.txt,http://www.gutenberg.org/ebooks/37533,,,,https://en.wikipedia.org/wiki/Bungay_Castle_(novel),,Project Gutenberg,#37533,25-Sep-11,13-Apr-17,ppcunningham fro the library of San Francisco State University,1796
"Camilla, Or A Picture Of Youth","Burney, Frances",1796,Romantic,Novel,Gothic,English,,"Payne, T.; Cadell, T.; Davies, W.",,,,Peripheral,"Norton, Gothic Readings",Burney_Camilla_Gutenberg.txt,http://www.gutenberg.org/cache/epub/40619/pg40619.txt,,,,https://en.wikipedia.org/wiki/Camilla_(Burney_novel),,Project Gutenberg,#40619,29-Aug-12,7-Apr-17,"Delphine Lettaw, Mary Meehan and the Online Distributed Proofreading Team",
Clarentine. A Novel,"Burney, Sarah Harriet",1796,Romantic,Novel,Gothic,English,,,,,,Peripheral,"Tracy, The Gothic Novel (via Lawrence Evalyn)",,,,,https://archive.org/details/clarentinenovel02burn,,,,,,,,
The History Of Ned Evans,"Hervey, Elizabeth",1796,Romantic,Novel,Gothic,English,,,,,,Peripheral,Wikipedia: https://en.wikipedia.org/wiki/List_of_gothic_fiction_works,,,,,,,,,,,,,
The Horrid Mysteries. A Story From  The German Of The Marquis Of Grosse,"Grosse, Carl Friedrich August",1796,German Romantic,Novel,Gothic,German,,,Minerva Press,,,Central,"Tracy, The Gothic Novel (via Lawrence Evalyn)",,,,"Will, Peter",https://archive.org/details/horridmysteries00grosgoog,,,,,,,,
The Farmer Of Inglewood Forest,"Helme, Elizabeth",1796,Romantic,Novel,Gothic,English,,,,,,Peripheral,"Tracy, The Gothic Novel (via Lawrence Evalyn)",,,,,https://archive.org/details/farmerofinglewoo00helmrich,,,,,,,,
The Monk. A Romance,"Lewis, Matthew Gregory",1796,Romantic,Novel,Gothic,English,,,,,,Central,"Norton, Gothic Readings",Lewis_TheMonk_Gutenberg.txt,http://www.gutenberg.org/cache/epub/601/pg601.txt,,,,https://en.wikipedia.org/wiki/The_Monk,,,,,16-Mar-17,,
"""Alonzo The Brave And Fair Imogine""","Lewis, Matthew Gregory",1796,Romantic,Poetry,Gothic,English,,,,,,Central,"Norton, Gothic Readings",Lewis_AlonzoTheBrave_Bartleby.txt,http://www.bartleby.com/360/7/168.html,,,,,,,,,16-Mar-17,,
The Haunted Cavern. A Caledonian Tale,"Palmer, John, Jr.",1796,Romantic,Novel,Gothic,English,,,,,,Peripheral,"Tracy, The Gothic Novel (via Lawrence Evalyn)",Palmer_TheHauntedCavern_UMDL.txt,http://quod.lib.umich.edu/cgi/t/text/text-idx?c=evans;idno=N23384.0001.001,,,,,,University of Michigan Digital Library,,,13-Apr-17,,
The Mystery Of The Black Tower. A Romance,"Palmer, John, Jr.",1796,Romantic,Novel,Gothic,English,,,,,,Peripheral,"Tracy, The Gothic Novel (via Lawrence Evalyn)",,,,,,,,,,,,,
The Mysterious Warning. A German Tale,"Parsons, Eliza",1796,Romantic,Novel,Gothic,English,,,Minerva Press,,,Central,"Tracy, The Gothic Novel (via Lawrence Evalyn)",,,,,,"https://en.wikipedia.org/wiki/The_Mysterious_Warning,_a_German_Tale",,,,,,,
Hubert De Sevrac,"Robinson, Mary",1796,Romantic,Novel,Gothic,English,,,,,,Peripheral,"Norton, Gothic Readings",,,,,,,,,,,,,
The Children Of The Abbey. A Tale,"Roche, Regina Maria",1796,Romantic,Novel,Gothic,Irish,,,,,,Central,"Norton, Gothic Readings",Roche_TheChildrenOfTheAbbey_OTA.txt,http://ota.ox.ac.uk/tcp/headers/N28/N28815.html,,,,https://en.wikipedia.org/wiki/The_Children_of_the_Abbey,,University of Oxford Text Archive,,,18-Mar-17,,"Philadelphia, 1800"
Marchmont. A Novel,"Smith, Charlotte",1796,Romantic,Novel,Gothic,English,,,,,,Peripheral,"Tracy, The Gothic Novel (via Lawrence Evalyn)",,,,,,https://en.wikipedia.org/wiki/Marchmont_(novel),,,,,,,
"Theodore Cyphon, Or, The Benevolent Jew","Walker, George",1796,Romantic,Novel,Gothic,English,,,,,,Peripheral,"Tracy, The Gothic Novel (via Lawrence Evalyn)",,,,,https://archive.org/details/theodorecyphono01walkgoog,,,,,,,,
"The Neapolitan, Or The Test Of Integrity","Mackenzie, Anna Maria",1796,Romantic,Novel,Gothic,English,Ellen of Exeter,,Minerva Press,,,Peripheral,http://orlando.cambridge.org/protected/svPeople?formname=r&people_tab=2&person_id=mackan&crumbtrail=on&heading=h,,,,,,http://orlando.cambridge.org/protected/svPeople?formname=r&people_tab=2&person_id=mackan&crumbtrail=on&heading=h,,,,,,,
"Manfredi, Or The Mysterious Hermit, An Interesting And Original Romance","Lansdell, Sarah",1796,Romantic,Novel,Gothic,English,,William Lane,Minerva Press,,,Peripheral,,,Can't locate,,,,,,,,,,,
Azemia,"Beckford, William",1797,Romantic,Novel,Gothic Satire,English,,,,,,Peripheral,"Norton, Gothic Readings",,,,,,https://en.wikipedia.org/wiki/Azemia,,,,,,,
The Horrors Of Oakendale Abbey,"Carver, Mrs.",1797,Romantic,Novel,Gothic,,,,Minerva Press,,,Peripheral,"Tracy, The Gothic Novel (via Lawrence Evalyn)",Carver_TheHorrorsOfOakendaleAbbey_UMDL.txt,http://quod.lib.umich.edu/e/evans/N26780.0001.001?rgn=main;view=fulltext,,,,https://en.wikipedia.org/wiki/The_Horrors_of_Oakendale_Abbey,,University of Michigan Digital Library,,,13-Apr-17,,"New York, 1799"
Review Of Lewis'S The Monk,"Coleridge, Samuel Taylor",1797,Romantic,Theory & Criticism,Review,English,,,,,,,"Norton, Gothic Readings",,,,,,,,,,,,,
The Church Of Saint Siffrid,"de Montolieu, Isabelle",1797,,Novel,Gothic,Swiss,,,,,,Peripheral,Wikipedia: https://en.wikipedia.org/wiki/List_of_gothic_fiction_works,,,,,,,,,,,,,
"Santa-Maria, Or, The Mysterious Pregnancy. A Romance","Fox, Joseph, Jr.",1797,Romantic,Novel,Gothic,,,,,,,Peripheral,"Tracy, The Gothic Novel (via Lawrence Evalyn)",,,,,,,,,,,,,
"""Reminiscences Of M. G. Lewis""","Kelly, Michael",1797,Romantic,Theory & Criticism,Review,,,,,,,,"Norton, Gothic Readings",,http://rictornorton.co.uk/gothic/lewis2.htm,,,,,,,,,,,
"Munster Abbey. A Romance, Interspersed With Reflections On Virtue And Morality","Leigh, Sir Samuel Egerton",1797,Romantic,Novel,Gothic,English,,,,,,Peripheral,"Tracy, The Gothic Novel (via Lawrence Evalyn)",,,,,,,,,,,,,
The Castle Spectre,"Lewis, Matthew Gregory",1797,Romantic,Drama,Gothic,English,,,,,,Central,"Norton, Gothic Readings",Lewis_TheCastleSpectre_GutenbergAus.txt,http://gutenberg.net.au/ebooks06/0605701h.html,,,,https://en.wikipedia.org/wiki/The_Castle_Spectre,,Project Gutenberg Australia,0605701h.html,Aug-06,18-Mar-17,"Scott, Richard",n/a
The Pursuits Of Literature,"Mathias, Thomas James",1797,Romantic,Poetry,Satire,English,,,,,,Peripheral,"Norton, Gothic Readings",,,,,https://archive.org/details/pursuitsliterat00unkngoog,,Quotes from Adam Smith,,,,,,
Grasville Abbey. A Romance,"Moore, George",1797,Romantic,Novel,Gothic,,,,,,,Peripheral,"Tracy, The Gothic Novel (via Lawrence Evalyn)",,,,,https://archive.org/details/grasvilleabbeyro01moor,,,,,,,,
"The Italian, Or, The Confessional Of The Black Penitents. A Romance","Radcliffe, Ann",1797,Romantic,Novel,Gothic,English,,,,,,Central,"Norton, Gothic Readings",Radcliffe_TheItalian_eBooks.txt,https://ebooks.adelaide.edu.au/r/radcliffe/ann/italian/index.html,,,,,,Project Gutenberg Australia,,17-Dec-14,16-Mar-17,,
